mp-1045632,90.909
mp-1045744,127.755
mp-1045600,133.767
mp-6186,317.17
mp-560917,204.879
mp-1103718,165.011
mp-1048148,236.069
mp-34728,147.661
mp-1045491,294.923
mp-4979,173.296
mp-1257650,113.427
mp-3861,120.499
mp-1257684,111.928
mp-1249282,182.378
mp-1045487,303.278
mp-1045438,301.217
mvc-11882,236.069
mp-1197460,94.499
mp-1133344,203.352
mp-37405,64.571
mp-1041860,123.65
mp-1042304,138.306
mp-1389151,470.422
mp-1042107,113.807
mp-16722,61.377
mp-1041645,124.771
mp-1157674,317.62
mp-1042105,140.176
mp-753184,384.995
mp-35267,117.816
mp-1041577,125.364
mp-1345463,633.226
mp-34234,151.717
mp-510321,95.807
mp-1248275,159.856
mp-756851,412.391
mp-1359741,162.619
mp-505623,396.728
mp-1252778,159.628
mp-1253012,162.619
mp-6172,323.073
mp-37621,303.023
mp-6480,324.849
mp-17477,138.296
mp-34782,308.407
mp-19456,416.901
mp-1045776,131.085
mp-631551,388.613
mp-1041685,138.249
mp-3747,413.17
mp-1045348,294.405
